Symbol,Name,LastSale,MarketCap,Sector,industry
AAXN,"Axon Enterprise, Inc.",24.06,$1.27B,Capital Goods,Ordnance And Accessories
AXON          ,Axovant Sciences Ltd.,5.41,$582.71M,Health Care,Major Pharmaceuticals
AXSM,"Axsome Therapeutics, Inc.",5.1,$120.72M,Health Care,Major Pharmaceuticals
AXTI,AXT Inc,10.35,$402.53M,Technology,Semiconductors
AYTU,"Aytu BioScience, Inc.",2.8001,$12.33M,Health Care,Major Pharmaceuticals
AZRX,"AzurRx BioPharma, Inc.",2.92,$33.74M,Health Care,Major Pharmaceuticals
BCOM,B Communications Ltd.,14.4462,$431.78M,Consumer Services,Telecommunications Equipment
RILY,"B. Riley Financial, Inc.",18.5,$489.65M,Miscellaneous,Business Services
RILYL,"B. Riley Financial, Inc.",25.97,n/a,Miscellaneous,Business Services
RILYZ,"B. Riley Financial, Inc.",25.81,n/a,Miscellaneous,Business Services
BOSC,B.O.S. Better Online Solutions,2.13,$6.89M,Technology,Computer Communications Equipment
BIDU,"Baidu, Inc.",249.42,$86.6B,Technology,"Computer Software: Programming, Data Processing"
BCPC,Balchem Corporation,86.63,$2.77B,Basic Industries,Major Chemicals
BWINA,"Baldwin & Lyons, Inc.",23.19,$348.71M,Finance,Property-Casualty Insurers
BWINB,"Baldwin & Lyons, Inc.",23.55,$354.12M,Finance,Property-Casualty Insurers
BLDP,"Ballard Power Systems, Inc.",5.05,$894.74M,Energy,Industrial Machinery/Components
BANF,BancFirst Corporation,54.05,$1.72B,Finance,Major Banks
BANFP,BancFirst Corporation,26.5107,$26.51M,Finance,Major Banks
BCTF,"Bancorp 34, Inc.",14.55,$50.11M,Finance,Savings Institutions
BAND,Bandwidth Inc.,21.17,$373.04M,Technology,Computer Software: Prepackaged Software
BKMU,Bank Mutual Corporation,10.25,$471.59M,Finance,Savings Institutions
BOCH,Bank of Commerce Holdings (CA),11.8,$192M,Finance,Major Banks
BMRC,Bank of Marin Bancorp,67.15,$464.22M,Finance,Major Banks
BMLP,Bank Of Montreal,46.24,$46.24M,Finance,Commercial Banks
BKSC,Bank of South Carolina Corp.,18.5,$92.21M,Finance,Major Banks
BOTJ,"Bank of the James Financial Group, Inc.",14.62,$64.01M,Finance,Major Banks
OZRK,Bank of the Ozarks,44.22,$5.67B,Finance,Major Banks
BFIN,BankFinancial Corporation,15.85,$286.08M,Finance,Savings Institutions
BWFG,"Bankwell Financial Group, Inc.",33.83,$261.08M,Finance,Major Banks
BANR,Banner Corporation,56.29,$1.85B,Finance,Major Banks
BZUN,Baozun Inc.,30.61,$1.66B,Consumer Services,Catalog/Specialty Distribution
TAPR,Barclays Inverse US Treasury Composite ETN,21.93,$14.91M,Finance,Commercial Banks
DLBL,Barclays PLC,78.32,$4.79M,Finance,Commercial Banks
DTYL,Barclays PLC,77.8787,$5.36M,Finance,Commercial Banks
BHAC,Barington/Hilco Acquisition Corp.,10.99,$30.6M,Finance,Business Services
BHACR,Barington/Hilco Acquisition Corp.,0.2,n/a,Finance,Business Services
BHACU,Barington/Hilco Acquisition Corp.,10.4,n/a,Finance,Business Services
BHACW,Barington/Hilco Acquisition Corp.,0.0946,n/a,Finance,Business Services
BBSI,"Barrett Business Services, Inc.",64.8,$473.06M,Technology,Professional Services
BSET,"Bassett Furniture Industries, Incorporated",39.15,$420.29M,Consumer Durables,Home Furnishings
BYBK,"Bay Bancorp, Inc.",11.8,$126.47M,Finance,Major Banks
BV,"Bazaarvoice, Inc.",4.775,$410.12M,Technology,Computer Software: Prepackaged Software
BCBP,"BCB Bancorp, Inc. (NJ)",14.4,$216.46M,Finance,Savings Institutions
BECN,"Beacon Roofing Supply, Inc.",61.29,$4.15B,Consumer Services,RETAIL: Building Materials
BSF,"Bear State Financial, Inc.",10.26,$387.11M,Finance,Major Banks
BBGI,"Beasley Broadcast Group, Inc.",10.55,$294.43M,Consumer Services,Broadcasting
BEBE,"bebe stores, inc.",5.53,$44.88M,Consumer Non-Durables,Apparel
BBBY,Bed Bath & Beyond Inc.,20.67,$2.96B,Consumer Services,Home Furnishings
BGNE,"BeiGene, Ltd.",87.47,$3.98B,Health Care,Major Pharmaceuticals
BELFA,Bel Fuse Inc.,25,$300.84M,Capital Goods,Electrical Products
BELFB,Bel Fuse Inc.,27.75,$333.94M,Capital Goods,Electrical Products
BLPH,"Bellerophon Therapeutics, Inc.",1.5699,$86.63M,Health Care,Major Pharmaceuticals
BLCM,"Bellicum Pharmaceuticals, Inc.",9.97,$331.27M,Health Care,Major Pharmaceuticals
BNCL,"Beneficial Bancorp, Inc.",16.05,$1.22B,Finance,Savings Institutions
BNFT,"Benefitfocus, Inc.",26.7,$835M,Technology,Computer Software: Prepackaged Software
BNTC,Benitec Biopharma Limited,2.77,$28.41M,Health Care,Major Pharmaceuticals
BNTCW,Benitec Biopharma Limited,0.33,n/a,Health Care,Major Pharmaceuticals
BYSI,"BeyondSpring, Inc.",29.136,$665.61M,Health Care,Major Pharmaceuticals
BGCP,"BGC Partners, Inc.",15.93,$4.6B,Finance,Investment Bankers/Brokers/Service
BGFV,Big 5 Sporting Goods Corporation,6.825,$146.24M,Consumer Services,Other Specialty Stores
BRPAU,Big Rock Partners Acquisition Corp.,10.0314,n/a,Finance,Business Services
BASI,"Bioanalytical Systems, Inc.",2.35,$19.36M,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ORPN,Bioblast Pharma Ltd.,2.26,$7.55M,Health Care,Major Pharmaceuticals
BIOC,"Biocept, Inc.",0.6303,$19.07M,Health Care,Medical Specialities
BCRX,"BioCryst Pharmaceuticals, Inc.",4.7,$462.5M,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BDSI,"BioDelivery Sciences International, Inc.",2.35,$131.33M,Health Care,Major Pharmaceuticals
BIIB,Biogen Inc.,308.88,$65.32B,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BKYI,"BIO-key International, Inc.",1.52,$9.88M,Technology,Computer Communications Equipment
BIOL,"Biolase, Inc.",0.61,$49.4M,Health Care,Medical/Dental Instruments
BLFS,"BioLife Solutions, Inc.",5.83,$79.47M,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
BLRX,BioLineRx Ltd.,1.04,$108.29M,Health Care,Major Pharmaceuticals
BMRN,BioMarin Pharmaceutical Inc.,82.71,$14.53B,Health Care,Major Pharmaceuticals
BMRA,"Biomerica, Inc.",3.41,$29.04M,Health Care,Medical/Dental Instruments
BVXV,BiondVax Pharmaceuticals Ltd.,6.17,$40.32M,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BVXVW,BiondVax Pharmaceuticals Ltd.,1.64,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BPTH,"Bio-Path Holdings, Inc.",0.281,$31.86M,Health Care,Major Pharmaceuticals
BIOS,"BioScrip, Inc.",2.535,$323.25M,Health Care,Medical/Nursing Services
BSTC,BioSpecifics Technologies Corp,42.55,$305.9M,Health Care,Major Pharmaceuticals
BSPM,"Biostar Pharmaceuticals, Inc.",1.81,$4.77M,Health Care,Major Pharmaceuticals
TECH,Bio-Techne Corp,131.71,$4.93B,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BEAT,"BioTelemetry, Inc.",25.95,$840.99M,Health Care,Medical Specialities
BIVV,Bioverativ Inc.,50.57,$5.47B,Health Care,Major Pharmaceuticals
BCAC,Bison Capital Acquisition Corp.,9.8082,$78.26M,Finance,Business Services
BCACR,Bison Capital Acquisition Corp.,0.2734,n/a,Finance,Business Services
BCACU,Bison Capital Acquisition Corp.,10.28,n/a,Finance,Business Services
BCACW,Bison Capital Acquisition Corp.,0.3703,n/a,Finance,Business Services
BJRI,"BJ&#39;s Restaurants, Inc.",33.4,$689.16M,Consumer Services,Restaurants
BBOX,Black Box Corporation,3.775,$57.14M,Technology,Computer Communications Equipment
BRAC,Black Ridge Acquisition Corp.,9.58,$169.52M,Finance,Business Services
BRACR,Black Ridge Acquisition Corp.,0.241,n/a,Finance,Business Services
BRACU,Black Ridge Acquisition Corp.,10.07,n/a,Finance,Business Services
BRACW,Black Ridge Acquisition Corp.,0.26,n/a,Finance,Business Services
BLKB,"Blackbaud, Inc.",103.06,$4.96B,Technology,Computer Software: Prepackaged Software
HAWK,"Blackhawk Network Holdings, Inc.",36.55,$2.08B,Finance,Finance: Consumer Services
BL,"BlackLine, Inc.",38.77,$2.05B,Technology,Computer Software: Prepackaged Software
BKCC,BlackRock Capital Investment Corporation,6.75,$493.91M,n/a,n/a
ADRA,BLDRS Asia 50 ADR Index Fund,34.95,$24.47M,n/a,n/a
ADRD,BLDRS Developed Markets 100 ADR Index Fund,23.355,$65.39M,n/a,n/a
ADRE,BLDRS Emerging Markets 50 ADR Index Fund,44.1399,$163.32M,n/a,n/a
ADRU,BLDRS Europe 100 ADR Index Fund,22.6522,$14.72M,n/a,n/a
BLMN,"Bloomin&#39; Brands, Inc.",20.5,$1.87B,Consumer Services,Restaurants
BCOR,"Blucora, Inc.",20,$922.52M,Finance,Finance: Consumer Services
BLBD,Blue Bird Corporation,18.85,$456.81M,Capital Goods,Construction/Ag Equipment/Trucks
BUFF,"Blue Buffalo Pet Products, Inc.",29.97,$5.85B,Consumer Non-Durables,Packaged Foods
BHBK,"Blue Hills Bancorp, Inc.",20.45,$548.61M,Finance,Major Banks
BLUE,"bluebird bio, Inc.",167.8,$7.69B,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BKEP,"Blueknight Energy Partners L.P., L.L.C.",5.15,$196.95M,Energy,Natural Gas Distribution
BKEPP,"Blueknight Energy Partners L.P., L.L.C.",7.46,$224.98M,Energy,Natural Gas Distribution
BPMC,Blueprint Medicines Corporation,70.56,$2.77B,Health Care,Major Pharmaceuticals
BMCH,"BMC Stock Holdings, Inc.",22.85,$1.53B,Consumer Services,RETAIL: Building Materials
BOBE,"Bob Evans Farms, Inc.",77.62,$1.55B,Consumer Services,Restaurants
BOFI,"BofI Holding, Inc.",25.73,$1.64B,Finance,Savings Institutions
BOFIL,"BofI Holding, Inc.",25.78,n/a,Finance,Savings Institutions
WIFI,"Boingo Wireless, Inc.",25.08,$1.02B,Consumer Services,Telecommunications Equipment
BOJA,"Bojangles&#39;, Inc.",12.3,$455.95M,Consumer Services,Restaurants
BOKF,BOK Financial Corporation,84.7,$5.54B,Finance,Major Banks
BOKFL,BOK Financial Corporation,25.86,n/a,Finance,Major Banks
BNSO,"Bonso Electronics International, Inc.",2.59,$12.85M,Capital Goods,Industrial Machinery/Components
BRQS,"Borqs Technologies, Inc. ",5.27,$162.34M,Finance,Business Services
BRQSW,"Borqs Technologies, Inc. ",0.22,n/a,Finance,Business Services
BOMN,Boston Omaha Corporation,21.2,$304.49M,Finance,Real Estate
BPFH,"Boston Private Financial Holdings, Inc.",15.45,$1.3B,Finance,Major Banks
BPFHP,"Boston Private Financial Holdings, Inc.",25.5581,n/a,Finance,Major Banks
BPFHW,"Boston Private Financial Holdings, Inc.",10.89,n/a,Finance,Major Banks
EPAY,"Bottomline Technologies, Inc.",34.02,$1.38B,Technology,Computer Software: Prepackaged Software
BLVD,Boulevard Acquisition Corp. II,9.95,$460.19M,Finance,Business Services
BLVDU,Boulevard Acquisition Corp. II,10.3499,n/a,Finance,Business Services
BLVDW,Boulevard Acquisition Corp. II,0.7,n/a,Finance,Business Services
BCLI,Brainstorm Cell Therapeutics Inc.,4.06,$76.5M,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BBRG,"Bravo Brio Restaurant Group, Inc.",2.35,$35.73M,Consumer Services,Restaurants
BDGE,"Bridge Bancorp, Inc.",34.45,$679.01M,Finance,Major Banks
BLIN          ,"Bridgeline Digital, Inc.",2.66,$11.17M,Technology,Computer Software: Prepackaged Software
BRID,Bridgford Foods Corporation,12.4,$112.55M,Consumer Non-Durables,Specialty Foods
BCOV,Brightcove Inc.,7.55,$261.48M,Technology,EDP Services
BHF,"Brighthouse Financial, Inc.",57.29,$6.86B,Finance,Life Insurance
AVGO,Broadcom Limited,282.4,$115.21B,Technology,Semiconductors
BSFT,"BroadSoft, Inc.",54.75,$1.73B,Technology,Computer Software: Prepackaged Software
BVSN,"BroadVision, Inc.",4,$19.96M,Technology,Computer Software: Prepackaged Software
BYFC,Broadway Financial Corporation,2.1,$57.65M,Finance,Savings Institutions
BWEN,"Broadwind Energy, Inc.",2.39,$36.2M,Capital Goods,Metal Fabrications
BPY,Brookfield Property Partners L.P.,22.575,$5.75B,Finance,Real Estate
BRKL,"Brookline Bancorp, Inc.",15.2,$1.17B,Finance,Savings Institutions
BRKS,"Brooks Automation, Inc.",28.42,$1.98B,Technology,Industrial Machinery/Components
BRKR,Bruker Corporation,35.37,$5.5B,Capital Goods,Biotechnology: Laboratory Analytical Instruments
BMTC,Bryn Mawr Bank Corporation,42.9,$732M,Finance,Major Banks
BLMT,"BSB Bancorp, Inc.",30.65,$297.76M,Finance,Major Banks
BSQR,BSQUARE Corporation,5.1,$64.4M,Miscellaneous,Business Services
BWLD,"Buffalo Wild Wings, Inc.",145.85,$2.26B,Consumer Services,Restaurants
BLDR,"Builders FirstSource, Inc.",19.5,$2.2B,Consumer Services,RETAIL: Building Materials
BUR,Burcon NutraScience Corp,0.4177,$15.8M,Consumer Non-Durables,Packaged Foods
CFFI,C&F Financial Corporation,58.6,$204.38M,Finance,Major Banks
CHRW,"C.H. Robinson Worldwide, Inc.",79.67,$11.11B,Transportation,Oil Refining/Marketing
CA,CA Inc.,32.63,$13.66B,Technology,Computer Software: Prepackaged Software
CCMP,Cabot Microelectronics Corporation,101.7,$2.58B,Technology,Semiconductors
CDNS,"Cadence Design Systems, Inc.",45.6,$12.88B,Technology,Computer Software: Prepackaged Software
CDZI,"Cadiz, Inc.",13.4,$305.55M,Public Utilities,Water Supply
CZR,Caesars Entertainment Corporation,13.35,$9.4B,Consumer Services,Hotels/Resorts
CSTE,Caesarstone Ltd.,24.6,$844.31M,Capital Goods,Building Materials
PRSS,CafePress Inc.,1.92,$32.38M,Consumer Services,Other Specialty Stores
CLBS,"Caladrius Biosciences, Inc.",3.5603,$33.72M,Health Care,Hospital/Nursing Management
CHY,Calamos Convertible and High Income Fund,11.93,$865.37M,n/a,n/a
CHI,Calamos Convertible Opportunities and Income Fund,11.52,$806.67M,n/a,n/a
CCD,Calamos Dynamic Convertible & Income Fund,20.88,$509.15M,n/a,n/a
CHW,Calamos Global Dynamic Income Fund,9.19,$542.27M,n/a,n/a
CGO,Calamos Global Total Return Fund,14.2,$120.2M,n/a,n/a
CSQ,Calamos Strategic Total Return Fund,12.19,$1.88B,n/a,n/a
CAMP,CalAmp Corp.,22.17,$789.28M,Technology,Radio And Television Broadcasting And Communications Equipment
CVGW,"Calavo Growers, Inc.",74.8,$1.31B,Consumer Non-Durables,Farming/Seeds/Milling
CALA,"Calithera Biosciences, Inc.",10.4,$368.96M,Health Care,Major Pharmaceuticals
CALD,"Callidus Software, Inc.",29.5,$2.01B,Technology,EDP Services
CALM,"Cal-Maine Foods, Inc.",47.15,$2.29B,Consumer Non-Durables,Farming/Seeds/Milling
CLMT,"Calumet Specialty Products Partners, L.P.",8.1,$621.51M,Energy,Integrated oil Companies
CLXT,"Calyxt, Inc.",19.63,$543.62M,Basic Industries,Agricultural Chemicals
ABCD,"Cambium Learning Group, Inc.",5.77,$269.29M,Consumer Services,Publishing
CATC,Cambridge Bancorp,72.01,$293.96M,Finance,Major Banks
CAC,Camden National Corporation,43.03,$667.66M,Finance,Major Banks
CAMT,Camtek Ltd.,6.44,$228.09M,Capital Goods,Electronic Components
CSIQ,Canadian Solar Inc.,18.07,$1.05B,Technology,Semiconductors
CGIX,"Cancer Genetics, Inc.",2.7,$65.49M,Health Care,Medical Specialities
CPHC,Canterbury Park Holding Corporation,14.9,$65.72M,Consumer Services,Services-Misc. Amusement & Recreation
CPLA,Capella Education Company,82.9,$963.63M,Consumer Services,Other Consumer Services
CBF,Capital Bank Financial Corp.,40,$2.08B,Finance,Major Banks
CCBG,Capital City Bank Group,23.96,$406.51M,Finance,Major Banks
CPLP,Capital Product Partners L.P.,3.28,$414.78M,Transportation,Marine Transportation
CSWC,Capital Southwest Corporation,17.05,$273.13M,Consumer Non-Durables,Textiles
CPTA,Capitala Finance Corp.,7.63,$121.6M,n/a,n/a
CPTAG,Capitala Finance Corp.,24.84,n/a,n/a,n/a
CPTAL,Capitala Finance Corp.,25.112,n/a,n/a,n/a
CFFN,"Capitol Federal Financial, Inc.",13.51,$1.87B,Finance,Savings Institutions
CAPR,"Capricor Therapeutics, Inc.",2.1,$53.99M,Health Care,Major Pharmaceuticals
CSTR,"CapStar Financial Holdings, Inc.",21.06,$239.22M,Finance,Major Banks
CPST,Capstone Turbine Corporation,0.8607,$40.23M,Energy,Industrial Machinery/Components
CARA,"Cara Therapeutics, Inc.",12.35,$402.71M,Health Care,Major Pharmaceuticals
CARB,"Carbonite, Inc.",23.6,$659.56M,Technology,EDP Services
CRME,Cardiome Pharma Corporation,1.53,$51.93M,Health Care,Major Pharmaceuticals
CSII,"Cardiovascular Systems, Inc.",25.15,$858.16M,Health Care,Medical/Dental Instruments
CATM,Cardtronics plc,17.95,$819.98M,Miscellaneous,Business Services
CDNA,"CareDx, Inc.",6.7,$191.59M,Health Care,Medical Specialities
CECO,Career Education Corporation,13.11,$905.82M,Consumer Services,Other Consumer Services
CTRE,"CareTrust REIT, Inc.",18.7,$1.42B,Consumer Services,Real Estate Investment Trusts
CARG,"CarGurus, Inc.",28.66,$3.04B,Technology,EDP Services
CARO,Carolina Financial Corporation,36.89,$776.92M,Finance,Major Banks
CART,"Carolina Trust BancShares, Inc.",9.09,$42.33M,Finance,Major Banks
CRZO,"Carrizo Oil & Gas, Inc.",20.05,$1.63B,Energy,Oil & Gas Production
TAST,"Carrols Restaurant Group, Inc.",12.4,$448.37M,Consumer Services,Restaurants
CARV,"Carver Bancorp, Inc.",4.0544,$14.99M,Finance,Savings Institutions
CASM,"CAS Medical Systems, Inc.",0.6611,$18.66M,Health Care,Medical/Dental Instruments
CASC,"Cascadian Therapeutics, Inc.",4.11,$207.8M,Health Care,Biotechnology: Commercial Physical & Biological Resarch
CWST,"Casella Waste Systems, Inc.",19.56,$822.37M,Public Utilities,Environmental Services
CASY,"Caseys General Stores, Inc.",119.26,$4.52B,Consumer Durables,Automotive Aftermarket
CASI,"CASI Pharmaceuticals, Inc.",3.42,$222.53M,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CASS,"Cass Information Systems, Inc",65.58,$732.29M,Miscellaneous,Business Services
CATB,"Catabasis Pharmaceuticals, Inc.",1.84,$42.47M,Health Care,Major Pharmaceuticals
CBIO,"Catalyst Biosciences, Inc. ",6.56,$28.28M,Health Care,Major Pharmaceuticals
CPRX,"Catalyst Pharmaceuticals, Inc.",3.5,$298.32M,Health Care,Major Pharmaceuticals
CATS,"Catasys, Inc.",3.77,$59.9M,Health Care,Hospital/Nursing Management
CATY,Cathay General Bancorp,41.92,$3.39B,Finance,Major Banks
CATYW,Cathay General Bancorp,22.5,n/a,Finance,Major Banks
CVCO,"Cavco Industries, Inc.",149.95,$1.35B,Basic Industries,Homebuilding
CAVM,"Cavium, Inc.",88.8,$6.14B,Technology,Semiconductors
CBFV,"CB Financial Services, Inc.",30.75,$125.71M,Finance,Major Banks
CBAK,"CBAK Energy Technology, Inc.",1.675,$43.92M,Miscellaneous,Industrial Machinery/Components
CBOE,"Cboe Global Markets, Inc.",120.13,$13.63B,Finance,Investment Bankers/Brokers/Service
CBTX,"CBTX, Inc.",28.44,$695.73M,Finance,Major Banks
CDK,"CDK Global, Inc.",68.46,$9.42B,Miscellaneous,Business Services
CDW,CDW Corporation,66.35,$10.16B,Consumer Services,Catalog/Specialty Distribution
CECE,CECO Environmental Corp.,5.5114,$191.29M,Capital Goods,Pollution Control Equipment
CELC,Celcuity Inc.,18.43,$185.81M,Health Care,Medical Specialities
CELG,Celgene Corporation,104.5,$82.27B,Health Care,Major Pharmaceuticals
CELGZ,Celgene Corporation,1.07,n/a,Health Care,Major Pharmaceuticals
CLDX,"Celldex Therapeutics, Inc.",2.9,$394.36M,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
APOP,Cellect Biotechnology Ltd.,7.59,$41.45M,n/a,n/a
APOPW,Cellect Biotechnology Ltd.,2.1517,n/a,n/a,n/a
CLRB,"Cellectar Biosciences, Inc.",1.46,$23.09M,Health Care,Major Pharmaceuticals
CLRBW,"Cellectar Biosciences, Inc.",0.147,n/a,Health Care,Major Pharmaceuticals
CLRBZ,"Cellectar Biosciences, Inc.",0.629,n/a,Health Care,Major Pharmaceuticals
CLLS,Cellectis S.A.,24.22,$857.76M,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CBMG,"Cellular Biomedicine Group, Inc.",10.75,$150.61M,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CLSN,Celsion Corporation,3.26,$52.36M,Health Care,Major Pharmaceuticals
CELH,"Celsius Holdings, Inc.",5.32,$243.01M,Consumer Non-Durables,Beverages (Production/Distribution)
CYAD,Celyad SA,45.3,$446.75M,Health Care,Major Pharmaceuticals
CETX,Cemtrex Inc.,2.92,$29.93M,Capital Goods,Industrial Machinery/Components
CETXP,Cemtrex Inc.,5.5,n/a,Capital Goods,Industrial Machinery/Components
CETXW,Cemtrex Inc.,0.21,n/a,Capital Goods,Industrial Machinery/Components
CDEV,"Centennial Resource Development, Inc.",20.75,$5.72B,Energy,Oil & Gas Production
CSFL,CenterState Bank Corporation,25.97,$1.56B,Finance,Major Banks
CETV,Central European Media Enterprises Ltd.,4.95,$717.57M,Consumer Services,Broadcasting
